time,wx,wy,wz,turnRate,currAngle
16442,-13.65,-13.13,-16.42,18.99,99.04
16457,-13.65,-13.13,-16.42,18.73,99.31
16472,-13.65,-13.13,-16.42,18.50,99.58
16486,-3.59,11.41,-10.94,17.75,99.84
16500,-0.13,-0.03,-20.75,18.05,100.09
16515,-2.44,-6.28,-10.73,17.32,100.34
16528,-0.36,-0.04,-20.03,17.59,100.59
16542,0.74,-0.80,-9.40,16.77,100.83
16557,-3.50,17.76,-9.63,16.05,101.05
16571,6.64,14.30,-10.37,15.49,101.27
16585,10.46,25.03,-10.17,14.95,101.48
16600,10.46,25.03,-10.17,14.47,101.69
16613,10.46,25.03,-10.17,14.04,101.89
16627,30.38,3.54,-26.46,15.29,102.11
16642,-9.89,5.95,-18.13,15.57,102.33
16656,-0.21,-0.22,-25.98,16.61,102.56
16670,-5.13,1.17,-18.49,16.80,102.80
16685,-0.58,0.80,-29.96,18.12,103.06
16698,-33.38,12.58,-25.45,18.85,103.32
16713,-16.49,-17.27,-18.37,18.80,103.60
16728,-11.66,-14.34,-16.69,18.59,103.87
16742,-11.66,-14.34,-16.69,18.40,104.14
16756,-11.66,-14.34,-16.69,18.23,104.40
16772,-11.66,-14.34,-16.69,18.07,104.67
16786,-10.02,12.84,-11.81,17.45,104.92
16800,0.66,-0.86,-18.80,17.58,105.18
16815,16.96,-37.19,-4.50,16.27,105.41
16829,6.38,-20.98,-2.32,14.88,105.62
16843,19.53,-0.66,-9.31,14.32,105.82
16857,22.26,-10.08,-6.37,13.53,106.01
16871,16.88,1.80,-4.94,12.67,106.19
16885,17.26,-11.33,-4.27,11.83,106.36
16900,17.26,-11.33,-4.27,11.07,106.51
16914,17.26,-11.33,-4.27,10.39,106.66
16928,2.32,32.97,-13.55,10.71,106.82
16943,6.88,8.77,-13.19,10.96,106.97
16956,-15.20,15.30,-19.20,11.78,107.14
16970,-0.15,-1.04,-31.62,13.76,107.33
16985,-18.88,-16.97,-21.55,14.54,107.54
16999,-0.14,-0.53,-30.16,16.10,107.78
17013,-4.26,-32.36,-16.41,16.13,108.01
17029,14.33,-42.32,-8.93,15.41,108.23
17042,18.82,-33.50,-6.39,14.51,108.44
17056,18.82,-33.50,-6.39,13.70,108.63
17071,18.82,-33.50,-6.39,12.97,108.82
17085,-4.75,14.54,-9.90,12.66,109.00
17099,5.10,-8.03,-17.43,13.14,109.18
17114,2.05,-9.10,-18.53,13.68,109.38
17128,4.31,-4.06,-18.82,14.19,109.58
17141,1.39,-14.01,-18.42,14.61,109.78
17157,-7.53,-16.36,-18.33,14.99,110.00
17170,5.46,-22.18,-15.74,15.06,110.22
17185,-0.66,0.71,-27.84,16.34,110.45
17199,10.21,-8.82,-13.12,16.02,110.67
17213,10.21,-8.82,-13.12,15.73,110.90
17227,10.21,-8.82,-13.12,15.47,111.12
17242,2.21,1.60,-19.40,15.86,111.35
17256,-0.52,0.23,-36.02,17.88,111.60
17270,-5.93,-7.15,-20.40,18.13,111.85
17284,-2.74,-4.37,-19.39,18.25,112.11
17298,-2.28,-6.92,-17.68,18.20,112.37
17312,-6.84,-3.07,-16.80,18.06,112.63
17327,-4.89,1.65,-15.63,17.81,112.88
17341,19.72,5.56,-31.96,19.23,113.16
17355,19.72,5.56,-31.96,20.50,113.45
17370,19.72,5.56,-31.96,21.65,113.75
17383,19.72,5.56,-31.96,22.68,114.07
17397,-1.40,-6.84,-19.18,22.33,114.39
17412,1.06,-5.24,-18.14,21.91,114.70
17426,5.23,-5.35,-16.35,21.35,115.00
17440,2.77,-4.05,-14.70,20.69,115.29
17454,-0.75,0.72,-27.70,21.39,115.59
17468,9.17,6.66,-17.72,21.02,115.89
17482,-1.19,-7.36,-16.80,20.60,116.18
17497,2.88,-3.54,-15.00,20.04,116.46
17511,2.88,-3.54,-15.00,19.54,116.74
17524,2.88,-3.54,-15.00,19.08,117.01
17539,2.88,-3.54,-15.00,18.67,117.27
17553,2.11,-0.61,-7.87,17.59,117.52
17567,-3.59,6.89,-7.47,16.58,117.75
17581,-8.10,9.00,-7.54,15.68,117.97
17595,-10.59,5.06,-10.15,15.12,118.18
17609,-0.40,0.34,-19.97,15.61,118.40
17623,-2.20,-2.06,-9.20,14.97,118.61
17637,-4.71,-6.15,-9.08,14.38,118.82
17651,-6.62,-11.22,-8.61,13.80,119.01
17666,-6.62,-11.22,-8.61,13.28,119.20
17680,-6.62,-11.22,-8.61,12.82,119.38
17694,-0.23,-5.70,-6.08,12.14,119.56
17709,-0.94,0.36,-5.27,11.46,119.72
17722,-0.92,1.26,1.55,10.46,119.87
17736,-0.49,0.18,-16.02,11.02,120.02
17751,-2.13,4.51,0.94,10.01,120.16
17764,-3.30,5.54,0.69,9.08,120.28
17777,-2.83,3.76,0.65,8.24,120.40
17790,-7.44,3.94,0.78,7.49,120.50
17805,-6.22,3.44,1.03,6.84,120.59
17818,-6.22,3.44,1.03,6.26,120.68
17831,-6.22,3.44,1.03,5.74,120.75
17846,-0.43,0.36,-12.96,6.46,120.84
17859,1.01,4.07,-5.03,6.32,120.93
17872,3.15,-1.36,-4.25,6.11,121.01
17887,3.91,2.56,-3.47,5.85,121.09
17900,-2.82,0.57,-3.56,5.62,121.17
17914,-0.43,0.16,-11.70,6.23,121.26
17928,-2.31,-1.37,-2.97,5.90,121.34
17942,-0.88,-2.80,-2.99,5.61,121.42
17955,-4.78,-1.23,-3.58,5.41,121.49
17970,-4.78,-1.23,-3.58,5.22,121.56
17984,-4.78,-1.23,-3.58,5.06,121.64
17997,-4.78,-1.23,-3.58,4.91,121.70
18012,3.80,12.37,-6.94,5.11,121.77
18025,-0.11,0.18,-7.06,5.31,121.85
18039,7.55,-2.38,-3.80,5.16,121.92
18053,6.16,1.33,-3.57,5.00,121.99
18067,2.90,0.21,-3.65,4.87,122.05
18080,0.17,2.00,-4.08,4.79,122.12
18094,-3.22,3.87,-2.02,4.51,122.18
18108,-6.30,7.53,-2.56,4.31,122.24
18121,-6.30,7.53,-2.56,4.14,122.30
18135,-6.30,7.53,-2.56,3.98,122.35
18149,0.27,-14.45,-0.37,3.62,122.40
18163,-6.03,1.89,-2.11,3.47,122.45
18177,-6.05,7.65,-2.32,3.35,122.50
18190,-0.21,-0.17,-6.58,3.68,122.55
18204,2.48,12.52,-0.69,3.38,122.59
18217,-5.23,2.01,5.25,3.57,122.64
18232,-0.32,0.11,-6.51,3.86,122.70
18245,-6.59,-5.24,3.16,3.79,122.75
18259,-10.65,2.77,2.12,3.62,122.80
18273,-10.65,2.77,2.12,3.47,122.85
18287,-10.65,2.77,2.12,3.34,122.89
18300,-1.30,-3.62,4.04,3.41,122.94
18314,-2.12,2.28,2.97,3.36,122.98
18328,-6.42,7.92,2.31,3.26,123.03
18341,3.81,6.07,-1.29,3.06,123.07
18355,2.01,-2.80,-1.77,2.93,123.11
18369,-1.02,-8.29,-3.17,2.96,123.15
18382,-5.15,-1.74,-4.27,3.09,123.19
18397,-0.14,0.09,-8.59,3.64,123.24
18410,1.21,1.96,-4.07,3.68,123.30
18424,1.21,1.96,-4.07,3.72,123.35
18438,1.21,1.96,-4.07,3.75,123.40
18451,1.21,1.96,-4.07,3.79,123.45
18465,-12.98,5.61,4.38,3.85,123.50
18479,-6.10,5.08,4.91,3.95,123.56
18492,-0.39,0.14,-4.22,3.98,123.61
18506,-0.63,2.19,5.61,4.14,123.67
18520,0.39,-0.34,5.69,4.30,123.72
18533,5.29,-5.43,6.37,4.50,123.79
18547,-6.51,0.20,5.31,4.58,123.85
18561,-4.41,-6.69,4.85,4.61,123.91
18574,-4.41,-6.69,4.85,4.63,123.97
18588,-4.41,-6.69,4.85,4.66,124.04
18601,-4.41,-6.69,4.85,4.68,124.10
18616,3.42,2.41,-5.08,4.72,124.17
18629,3.96,0.14,-4.15,4.66,124.23
18642,1.70,-2.46,-3.25,4.52,124.29
18657,7.53,2.14,-1.41,4.21,124.35
18670,10.26,4.68,-0.32,3.82,124.40
18683,6.81,1.54,0.85,3.52,124.45
18697,-7.46,-6.58,-0.84,3.25,124.50
18711,-22.64,-14.62,14.93,4.42,124.56
18725,-22.64,-14.62,14.93,5.47,124.64
18740,-22.64,-14.62,14.93,6.42,124.73
18754,-22.64,-14.62,14.93,7.27,124.83
18768,11.03,-4.42,6.71,7.21,124.93
18782,-0.27,0.06,0.52,6.54,125.02
18796,9.06,4.84,6.12,6.50,125.11
18809,9.31,-7.32,6.46,6.50,125.20
18823,7.44,-7.69,6.33,6.48,125.29
18836,-0.12,0.14,0.04,5.84,125.37
18850,15.18,10.84,-4.43,5.69,125.44
18864,12.39,7.62,-4.04,5.53,125.52
18878,12.39,7.62,-4.04,5.38,125.60
18891,12.39,7.62,-4.04,5.25,125.67
18906,-0.18,0.02,0.08,4.73,125.73
18919,1.71,2.56,-2.50,4.51,125.79
18932,-0.14,0.10,0.46,4.10,125.85
18946,5.04,7.57,-1.85,3.88,125.90
18960,6.61,1.90,1.17,3.61,125.95
18973,3.94,-0.38,1.43,3.39,126.00
18987,-0.08,0.14,0.66,3.11,126.04
19000,11.22,-9.95,2.37,3.04,126.08
19014,8.22,-3.95,1.93,2.93,126.12
19027,8.22,-3.95,1.93,2.83,126.16
19041,8.22,-3.95,1.93,2.74,126.20
19055,8.22,-3.95,1.93,2.66,126.23
19068,2.66,-2.40,-1.62,2.56,126.27
19082,-0.02,0.16,-0.18,2.32,126.30
19096,7.26,20.48,0.89,2.18,126.33
19109,-34.02,-38.52,-1.38,2.10,126.36
19124,8.78,10.39,0.56,1.94,126.39
19137,20.81,5.66,3.09,2.06,126.41
19151,-0.04,0.10,-0.51,1.90,126.44
19165,-16.61,-3.67,-0.15,1.73,126.46
19179,-16.61,-3.67,-0.15,1.57,126.49
19193,-16.61,-3.67,-0.15,1.43,126.51
19207,-16.61,-3.67,-0.15,1.30,126.52
19221,-1.42,-8.38,0.16,1.19,126.54
19235,6.43,3.59,0.83,1.15,126.56
19249,3.72,-4.89,0.73,1.11,126.57
19262,3.19,8.82,0.61,1.06,126.59
19275,3.13,4.85,0.46,1.00,126.60
19289,21.68,-5.93,1.49,1.05,126.61
19303,-15.67,-2.24,-1.49,1.09,126.63
19317,8.40,-6.27,0.29,1.01,126.64
19331,8.40,-6.27,0.29,0.94,126.66
19344,8.40,-6.27,0.29,0.87,126.67
19357,8.40,-6.27,0.29,0.81,126.68
19372,1.93,-1.78,4.36,1.17,126.69
19385,-2.25,4.87,2.94,1.35,126.71
19398,19.14,-6.71,3.15,1.53,126.73
19412,-0.82,2.09,-9.12,2.29,126.77
19426,-0.31,-0.44,-8.20,2.88,126.80
19440,-34.46,-16.70,-3.79,2.97,126.85
19454,-31.42,-30.90,-3.95,3.07,126.89
19469,18.97,-16.58,-12.95,4.05,126.95
19482,18.97,-16.58,-12.95,4.94,127.02
19496,18.97,-16.58,-12.95,5.74,127.10
19511,18.97,-16.58,-12.95,6.46,127.19
19525,-41.36,58.82,-13.92,7.21,127.30
19539,9.57,30.36,-10.09,7.50,127.40
19554,56.17,-2.44,-3.99,7.15,127.50
19568,-0.60,0.11,2.93,6.73,127.60
19581,-0.75,12.64,-2.71,6.32,127.68
19595,0.34,-0.37,3.08,6.00,127.77
19609,10.31,-7.90,13.62,6.76,127.86
19622,8.55,-2.93,13.41,7.43,127.96
19637,8.55,-2.93,13.41,8.03,128.07
19650,8.55,-2.93,13.41,8.56,128.19
19664,8.55,-2.93,13.41,9.05,128.31
19678,12.93,-35.50,6.57,8.80,128.44
19692,-2.89,-3.53,3.80,8.30,128.55
19705,-4.82,18.73,3.24,7.79,128.66
19720,-6.15,46.75,0.91,7.11,128.76
19733,5.99,-19.96,0.95,6.49,128.85
19746,0.08,0.23,0.37,5.88,128.93
19761,-0.36,0.66,0.24,5.31,129.00
19774,5.88,8.95,3.02,5.09,129.07
19787,5.88,8.95,3.02,4.88,129.13
19801,5.88,8.95,3.02,4.69,129.20
19814,5.88,8.95,3.02,4.53,129.26
19827,-3.19,9.56,2.07,4.28,129.31
19842,3.32,2.82,0.31,3.88,129.37
19855,-2.92,4.52,-0.06,3.50,129.41
19868,2.23,6.72,0.53,3.20,129.46
19881,2.40,9.44,0.95,2.98,129.50
19895,5.64,2.27,1.54,2.83,129.54
19908,8.32,0.23,1.96,2.75,129.57
19922,10.43,0.34,2.53,2.73,129.61
19936,9.71,0.25,2.65,2.72,129.65
19949,9.71,0.25,2.65,2.71,129.68
19962,9.71,0.25,2.65,2.70,129.72
19976,-0.12,0.18,-0.25,2.46,129.75
19990,-1.88,-0.45,1.36,2.35,129.78
20003,-1.89,-2.12,1.06,2.22,129.82
20018,-3.74,-1.59,0.78,2.08,129.84
20031,-2.96,-0.07,0.69,1.94,129.87
20044,-0.03,-0.02,0.05,1.75,129.89
20059,2.86,0.43,1.28,1.70,129.92
20072,-0.03,0.14,0.15,1.55,129.94
20085,5.64,4.62,1.89,1.58,129.96
20099,5.64,4.62,1.89,1.61,129.98
20113,5.64,4.62,1.89,1.64,130.00
20126,-0.18,0.18,-0.13,1.49,130.02
20140,-1.49,5.09,0.67,1.41,130.04
20154,-1.49,-1.29,0.47,1.31,130.06
20167,-3.56,-2.35,0.04,1.18,130.08
20180,-5.49,0.75,-0.27,1.09,130.09
20195,-2.27,2.73,-0.27,1.01,130.11
20208,-4.04,-8.14,2.98,1.21,130.12
20222,0.41,-4.86,3.08,1.40,130.14
20236,-0.31,-2.81,2.92,1.55,130.16
20249,-0.31,-2.81,2.92,1.68,130.19
20263,-0.31,-2.81,2.92,1.81,130.21
20277,6.75,-9.76,3.46,1.97,130.24
20291,3.27,-8.10,3.08,2.08,130.27
20304,-5.53,6.91,2.07,2.08,130.30
20318,-6.97,14.90,1.46,2.02,130.32
20332,-5.16,4.11,1.37,1.96,130.35
20345,-1.06,-0.76,1.86,1.95,130.38
20359,-2.86,6.22,1.42,1.89,130.40
20373,-2.45,7.16,1.30,1.83,130.43
20386,-1.73,4.18,1.31,1.78,130.45
20400,-1.73,4.18,1.31,1.73,130.48
20413,-1.73,4.18,1.31,1.69,130.50
20427,0.77,1.24,1.38,1.66,130.52
20441,-0.85,-1.74,1.23,1.62,130.54
20454,-0.15,0.13,-0.09,1.47,130.56
20468,5.82,1.60,-2.48,1.57,130.58
20482,4.57,-4.75,-2.05,1.62,130.61
20495,5.27,-1.29,-1.83,1.64,130.63
20509,5.16,1.74,-1.44,1.62,130.65
20523,1.27,0.19,-1.40,1.60,130.67
20536,2.41,-0.45,-1.21,1.56,130.69
20550,2.41,-0.45,-1.21,1.52,130.71
20563,2.41,-0.45,-1.21,1.49,130.74
20578,2.41,-0.45,-1.21,1.46,130.76
20591,-0.90,1.07,6.08,1.93,130.78
20605,-1.38,1.03,5.69,2.30,130.81
20619,-0.18,4.63,5.51,2.62,130.85
20632,-0.49,2.69,5.29,2.89,130.89
20646,0.04,-0.08,0.08,2.61,130.92
20660,7.42,-2.41,5.57,2.91,130.96
20673,-0.05,0.24,-0.13,2.63,131.00
20686,1.27,-0.83,4.86,2.85,131.04
20701,1.27,-0.83,4.86,3.05,131.08
20714,1.27,-0.83,4.86,3.23,131.12
20727,1.27,-0.83,4.86,3.40,131.17
20741,-0.31,-1.71,1.50,3.21,131.21
20755,0.01,-11.64,1.83,3.07,131.26
20768,0.25,-0.41,1.55,2.92,131.30
20783,1.20,6.25,1.54,2.78,131.33
20796,-2.43,0.25,1.15,2.62,131.37
20809,-2.41,2.20,1.29,2.48,131.40
20823,0.59,3.65,1.42,2.38,131.44
20837,11.22,3.25,-4.88,2.63,131.47
20850,11.22,3.25,-4.88,2.85,131.51
20864,11.22,3.25,-4.88,3.06,131.55
20878,11.22,3.25,-4.88,3.24,131.60
20891,1.69,0.86,-3.27,3.24,131.64
20905,2.75,-3.15,-2.83,3.20,131.68
20919,-0.09,-0.97,-2.79,3.16,131.73
20933,1.99,-0.68,-2.56,3.10,131.77
20946,-0.08,-0.01,-0.22,2.81,131.81
20961,-0.05,0.20,-0.17,2.55,131.85
20974,-9.12,-2.57,5.88,2.88,131.89
20988,-5.60,-2.05,5.50,3.14,131.93
21002,-5.60,-2.05,5.50,3.38,131.98
21015,-5.60,-2.05,5.50,3.59,132.02
21029,-5.60,-2.05,5.50,3.78,132.08
21043,0.08,1.09,3.47,3.75,132.13
21057,0.62,-0.61,3.44,3.72,132.18
21070,-1.88,1.04,3.31,3.68,132.23
21084,-0.05,0.03,-0.03,3.31,132.27
21098,5.99,2.65,-3.43,3.33,132.32
21111,5.26,1.00,-2.96,3.29,132.36
21125,6.71,-10.76,-2.58,3.22,132.41
21139,12.51,-21.32,-2.65,3.16,132.45
21152,25.40,4.29,-1.31,2.98,132.49
21167,25.40,4.29,-1.31,2.81,132.53
21180,25.40,4.29,-1.31,2.66,132.57
21194,-0.45,0.46,-0.15,2.41,132.60
21208,-0.18,0.22,-0.22,2.19,132.63
21222,-1.56,-30.12,7.34,2.70,132.67
21235,1.02,-8.62,6.80,3.11,132.71
21250,-11.29,-2.55,4.69,3.27,132.76
21263,-17.31,13.58,2.75,3.22,132.80
21277,0.29,-0.24,-0.21,2.92,132.84
21291,-5.70,18.74,2.82,2.91,132.88
21305,18.87,19.19,5.56,3.17,132.93
21318,18.87,19.19,5.56,3.41,132.97
21332,18.87,19.19,5.56,3.63,133.02
21346,0.29,-0.69,-0.71,3.33,133.07
21359,7.09,-3.10,11.60,4.16,133.13
21373,18.90,29.87,9.30,4.67,133.19
21387,1.19,-45.53,8.33,5.04,133.26
21401,-5.29,-30.76,3.88,4.92,133.33
21414,-27.46,-25.40,-3.51,4.78,133.40
21429,-52.99,-40.84,-8.23,5.13,133.47
21443,-47.53,-35.22,-9.83,5.60,133.55
21457,-38.63,-57.22,-7.45,5.78,133.63
21472,-38.63,-57.22,-7.45,5.95,133.72
21486,-38.63,-57.22,-7.45,6.10,133.80
21500,-0.01,-17.86,6.39,6.13,133.89
21515,-16.66,-41.60,4.59,5.97,133.97
21528,-19.88,-18.04,2.55,5.63,134.05
21542,-10.95,-16.90,1.09,5.18,134.13
21557,-14.39,10.09,0.67,4.73,134.19
21571,0.35,0.00,12.14,5.47,134.27
21584,27.75,1.83,-4.28,5.35,134.34
21598,22.03,-18.33,-4.18,5.23,134.41
21612,22.03,-18.33,-4.18,5.13,134.49
21626,22.03,-18.33,-4.18,5.03,134.56
21641,22.03,-18.33,-4.18,4.95,134.63
21655,4.92,0.80,2.65,4.72,134.69
21668,-6.39,-10.97,0.72,4.32,134.75
21682,-0.08,0.46,6.17,4.50,134.81
21695,-14.46,6.04,-2.32,4.28,134.87
21709,-2.35,-2.24,8.26,4.68,134.94
21724,0.32,-0.14,6.68,4.88,135.01
21737,-0.05,0.24,6.14,5.01,135.07
21750,-9.50,4.44,5.32,5.04,135.14
21764,-9.50,4.44,5.32,5.07,135.21
21778,-9.50,4.44,5.32,5.09,135.28
21791,-9.50,4.44,5.32,5.12,135.35
21805,-6.02,-13.18,0.96,4.70,135.41
21819,0.06,0.20,3.59,4.59,135.48
21832,-0.85,3.28,-0.64,4.19,135.53
21847,0.05,0.24,2.57,4.03,135.59
21860,8.84,13.64,0.10,3.64,135.64
21873,0.03,-0.05,2.76,3.55,135.69
21886,0.92,-11.45,1.13,3.31,135.73
21901,4.02,-4.38,1.33,3.11,135.77
21914,4.02,-4.38,1.33,2.93,135.81
21927,4.02,-4.38,1.33,2.77,135.85
21941,4.02,-4.38,1.33,2.63,135.89
21955,-5.32,-1.06,9.33,3.30,135.93
21968,-1.90,6.66,8.58,3.83,135.99
21982,-2.26,-2.94,8.25,4.27,136.04
21996,-0.04,0.00,3.33,4.17,136.10
22009,-8.49,-6.88,5.71,4.33,136.16
22024,0.07,0.14,3.36,4.23,136.22
22037,-1.29,-4.25,3.50,4.16,136.27
22050,5.20,-12.35,3.74,4.12,136.33
22065,5.76,-22.90,4.15,4.12,136.39
22078,5.76,-22.90,4.15,4.12,136.44
22091,5.76,-22.90,4.15,4.12,136.50
22106,-0.03,0.13,-0.36,3.75,136.55
22119,-3.80,-0.37,-3.77,3.75,136.60
22133,-0.28,5.97,-4.72,3.85,136.66
22147,4.89,1.90,-4.66,3.93,136.71
22161,6.59,6.28,-5.03,4.04,136.77
22174,7.88,18.63,-5.86,4.22,136.82
22189,6.79,20.96,-6.62,4.46,136.89
22202,2.42,10.59,-8.71,4.89,136.95
22215,4.73,-7.59,-8.63,5.26,137.03
22230,4.73,-7.59,-8.63,5.60,137.10
22243,4.73,-7.59,-8.63,5.90,137.18
22257,-0.76,-1.02,-18.73,7.18,137.28
22270,3.57,-23.87,-18.55,8.32,137.40
22285,18.88,-13.90,-16.70,9.16,137.53
22299,24.48,-2.54,-18.10,10.05,137.67
22313,-75.49,34.47,-28.92,11.94,137.84
22328,-63.91,-15.98,-31.13,13.86,138.04
22343,-28.98,5.27,-19.90,14.46,138.25
22356,0.99,-16.57,-14.90,14.51,138.46
22371,7.40,-36.43,-13.97,14.45,138.67
22385,7.40,-36.43,-13.97,14.40,138.87
22400,7.40,-36.43,-13.97,14.36,139.08
22414,8.49,-9.17,-4.53,13.38,139.27
22428,12.60,2.34,-2.51,12.29,139.44
22441,-0.21,0.27,-5.26,11.59,139.60
22456,10.75,0.64,-1.24,10.55,139.75
22470,2.23,1.21,-1.90,9.69,139.88
22483,1.74,8.76,-0.71,8.79,140.00
22497,27.33,-23.90,1.63,8.07,140.11
22511,-19.47,16.64,-3.10,7.58,140.22
22525,-40.11,23.50,-4.74,7.29,140.32
22539,-40.11,23.50,-4.74,7.04,140.42
22553,-40.11,23.50,-4.74,6.81,140.52
22567,-7.65,1.09,-0.13,6.14,140.60
22581,-3.50,13.47,-9.15,6.44,140.69
22595,6.36,6.54,-7.66,6.56,140.78
22608,14.79,4.02,-5.17,6.42,140.87
22623,11.66,-0.15,-4.33,6.21,140.96
22636,-0.05,-0.12,-4.97,6.09,141.04
22650,-1.46,7.40,-4.21,5.90,141.12
22665,0.93,11.24,-2.89,5.60,141.20
22678,0.93,11.24,-2.89,5.33,141.28
22691,0.93,11.24,-2.89,5.08,141.35
22706,0.93,11.24,-2.89,4.86,141.41
22719,1.70,6.65,-3.91,4.77,141.48
22733,3.92,3.08,-2.99,4.59,141.54
22747,2.86,-18.13,-2.16,4.35,141.60
